time,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13
10623,0,0,44,3,53,0,0,0,25,2,28,3,0
10624,0,0,10,0,85,0,13,0,0,11,26,0,0
10625,0,0,29,0,56,0,28,0,0,0,73,0,0
10626,0,0,14,0,68,0,39,0,26,0,14,0,0
10627,0,9,0,0,37,0,91,0,51,0,51,0,0
10628,0,0,0,8,61,0,24,0,79,0,63,0,0
10629,0,0,7,0,55,5,43,0,98,0,31,0,0
10630,0,0,27,3,83,4,33,0,74,0,67,0,0
10631,0,0,4,0,46,0,31,0,8,0,50,0,0
10632,0,0,62,0,49,0,8,0,10,0,58,10,0
10633,0,0,77,0,66,0,7,0,19,0,47,30,0
10634,0,0,35,0,58,0,30,0,94,0,80,50,0
10635,0,22,38,0,15,0,44,3,81,0,27,35,0
10636,0,0,31,0,83,0,23,0,114,0,14,0,0
10637,0,0,0,32,78,0,31,0,103,0,47,0,0
10638,0,7,0,6,60,0,44,0,59,0,27,0,0
10639,0,0,28,7,8,0,11,0,62,0,15,0,0
10640,0,0,11,0,3,0,17,12,75,0,51,0,0
10641,14,0,28,2,74,0,27,13,93,0,34,1,0
10642,0,0,6,16,40,3,45,18,91,0,58,0,0
10643,0,0,32,3,23,0,9,0,111,0,54,0,0
10644,0,0,23,0,81,0,54,0,12,0,29,6,0
10645,0,0,12,0,63,0,32,0,85,0,50,1,0
10646,9,0,0,0,42,0,23,0,8,0,38,0,0
10647,0,0,0,0,23,5,12,1,16,0,40,3,15
10648,8,0,0,0,26,0,52,3,69,0,58,0,12
10649,56,5,0,13,0,0,18,4,83,0,43,0,0
10650,24,43,20,0,0,0,0,0,90,0,31,0,0
10651,0,0,18,0,0,0,14,0,107,0,42,0,0
10652,0,0,0,0,24,0,24,0,58,0,39,0,2
10653,16,0,36,0,59,0,0,0,67,0,47,0,0
10654,0,0,24,0,107,11,0,0,89,0,70,17,14
10655,9,0,0,0,65,0,8,0,80,0,83,0,0
10656,16,0,0,0,32,0,0,0,60,0,56,0,0
10657,7,0,16,0,34,1,5,0,111,0,20,0,0
10658,0,0,20,2,53,16,0,30,47,0,65,0,0
10659,0,0,0,17,35,11,0,25,70,16,83,0,0
10660,4,0,0,0,43,0,30,68,18,14,88,0,51
10661,10,0,0,0,4,0,3,39,3,0,32,0,17
10662,10,0,0,0,55,0,1,71,53,0,0,8,0
10663,58,0,0,1,16,21,1,84,60,0,0,24,0
10664,39,0,0,13,16,0,5,17,22,0,1,6,0
10665,8,0,0,3,10,0,0,5,33,9,74,71,0
10666,34,0,0,29,68,0,0,4,0,6,43,52,0
10667,29,1,6,44,44,0,0,12,11,0,54,23,26
10668,20,0,0,43,51,0,0,0,16,18,59,68,0
10669,4,0,0,44,78,0,0,16,26,0,59,25,0
10670,6,0,0,27,79,0,0,0,30,0,67,36,0
10671,18,0,0,14,73,0,0,0,38,0,31,8,0
10672,59,0,0,0,45,2,2,0,16,0,39,73,0
10673,21,0,0,8,45,0,0,0,0,0,67,58,0
10674,23,0,0,0,63,0,0,37,21,0,85,37,25
10675,30,0,0,0,57,0,0,46,40,0,83,33,0
10676,30,0,0,0,82,0,0,71,0,0,26,41,0
10677,0,13,0,2,31,3,2,77,0,0,98,22,14
10678,0,35,0,0,22,0,4,68,0,8,45,72,7
10679,23,0,0,0,49,0,0,79,0,0,22,44,0
10680,0,0,0,23,57,0,0,65,0,0,55,64,0
10681,3,0,0,0,45,1,33,34,0,19,29,31,0
10682,0,0,14,6,5,0,5,39,0,6,0,62,31
10683,0,0,17,13,1,0,5,51,0,0,2,85,14
10684,0,0,2,0,8,16,10,2,0,0,17,46,37
10685,1,0,0,55,35,65,5,62,0,0,17,112,35
10686,26,6,0,0,0,5,0,65,0,0,5,55,10
10687,0,0,0,0,0,9,0,32,0,0,7,24,45
10688,0,0,0,0,26,14,0,42,0,5,0,51,25
10689,0,0,8,0,0,5,0,32,0,0,15,63,28
10690,0,0,22,0,36,30,0,52,0,0,6,0,42
10691,0,0,13,0,31,44,35,72,0,0,0,10,0
10692,0,0,0,2,0,3,0,59,4,9,0,39,24
10693,0,0,8,12,15,0,7,52,29,0,0,31,10
10694,0,0,0,1,0,32,0,22,0,0,0,47,39
10695,0,0,7,4,0,44,14,51,5,0,0,74,15
10696,0,0,6,0,0,55,0,56,0,2,0,19,36
10697,0,0,0,0,0,46,3,52,0,0,0,0,0
10698,0,0,11,0,0,0,0,63,0,0,0,0,11
10699,0,0,3,0,0,69,12,103,0,0,0,0,58
10700,0,0,0,0,0,84,0,45,0,0,0,2,33
10701,0,0,2,0,0,48,0,21,0,0,0,0,58
10702,0,0,0,0,0,12,2,9,0,0,0,0,65
10703,1,0,0,2,2,2,3,52,0,0,0,0,43
10704,4,0,0,2,0,0,5,75,0,14,0,4,43
10705,0,39,2,0,8,7,0,74,0,0,0,15,63
10706,0,47,3,0,16,23,10,52,0,0,0,8,64
10707,0,17,0,0,0,13,1,49,0,0,0,10,48
10708,0,13,0,0,0,33,0,70,0,0,12,10,6
10709,2,72,0,0,0,78,17,63,0,0,4,27,0
10710,16,15,0,0,0,88,0,37,0,0,0,49,0
10711,0,51,0,0,0,64,0,20,0,0,0,58,0
10712,0,5,0,0,0,83,15,76,0,0,19,14,23
10713,22,0,0,0,6,67,0,33,0,0,29,17,9
10714,0,0,5,0,0,97,0,51,9,0,50,0,17
10715,0,28,42,0,6,77,0,28,1,0,16,20,22
10716,0,36,6,0,0,83,26,8,7,0,0,39,15
10717,0,40,0,0,2,54,0,0,0,0,0,47,31
10718,0,47,0,11,19,35,0,0,11,0,0,55,17
10719,11,27,0,6,0,57,0,42,0,0,0,99,10
10720,0,60,0,0,2,5,0,9,0,0,0,52,17
10721,0,33,6,0,2,45,0,12,0,0,0,28,44
10722,62,28,2,0,13,66,0,19,0,0,0,23,69
10723,40,23,0,0,31,39,0,29,0,0,0,44,25
10724,46,27,0,0,0,28,0,0,0,24,0,87,0
10725,37,0,0,13,0,60,5,0,5,19,0,35,0
10726,50,24,0,0,1,20,0,0,0,11,0,22,0
10727,65,15,0,0,0,47,0,0,8,37,0,51,0
10728,52,15,20,0,0,25,0,0,33,39,0,91,13
10729,44,11,0,0,0,21,0,0,22,25,0,28,9
10730,19,47,0,7,0,6,28,2,7,61,0,64,0
10731,33,4,0,2,3,37,59,2,23,68,1,9,0
10732,22,12,0,6,11,50,0,0,4,53,0,17,0
10733,17,10,0,11,0,39,0,0,17,63,0,4,0
10734,10,17,0,2,0,18,21,0,63,35,0,25,0
10735,14,0,0,0,0,7,32,0,86,76,0,74,0
10736,24,0,0,8,4,29,18,0,95,97,0,18,0
10737,42,0,0,0,0,2,63,0,63,67,0,0,0
10738,34,2,0,20,0,6,54,0,40,46,0,45,0
10739,58,8,0,0,0,26,55,0,104,83,0,64,0
10740,13,12,0,0,10,48,23,0,61,76,0,22,0
10741,40,31,0,0,0,61,19,4,35,63,0,30,0
10742,4,3,0,17,0,36,12,0,11,30,0,55,0
10743,51,5,0,1,0,61,27,0,26,67,0,67,0
10744,28,0,0,0,0,47,23,0,11,49,0,61,0
10745,9,0,0,0,0,30,75,0,71,45,0,43,0
10746,0,0,0,0,43,61,81,6,93,79,0,1,0
10747,38,0,0,0,38,2,37,0,88,42,0,16,0
10748,0,0,0,0,25,0,28,0,23,87,0,58,14
10749,9,0,0,0,20,0,0,0,59,74,0,68,10
10750,25,0,0,0,38,0,6,0,37,56,0,29,21
10751,0,0,0,22,9,5,45,5,14,41,0,19,0
10752,1,0,0,0,9,0,71,0,89,102,0,14,3
10753,8,0,0,6,16,0,55,0,46,65,23,0,0
10754,7,0,0,0,33,0,61,0,26,23,25,2,0
10755,28,0,0,0,48,0,32,0,13,9,0,12,0
10756,14,0,2,0,52,0,7,0,27,0,0,35,4
10757,0,0,0,0,17,8,77,0,11,0,0,40,0
10758,0,0,14,0,51,13,44,0,19,11,27,45,0
10759,0,0,26,0,30,0,32,0,0,0,5,58,0
10760,0,0,1,51,32,0,59,0,0,16,84,75,0
10761,0,0,9,48,4,0,43,0,0,8,66,95,0
10762,0,0,0,48,19,0,44,0,0,0,49,14,4
10763,0,0,2,38,4,8,32,0,0,0,48,2,0
10764,0,0,4,53,61,0,20,0,0,0,56,10,0
10765,0,0,8,30,60,0,45,0,4,0,10,16,0
10766,0,0,0,17,17,0,35,0,23,0,46,54,0
10767,0,0,0,39,0,0,53,0,4,0,44,69,0
10768,0,0,0,37,0,26,15,0,0,0,41,54,0
10769,0,0,0,8,41,0,10,0,0,0,8,60,0
10770,0,0,0,10,80,0,11,0,0,0,78,108,0
10771,0,0,2,39,32,0,36,0,0,0,20,76,0
10772,0,0,38,61,30,0,14,0,0,0,13,17,0
10773,0,0,0,18,61,0,0,0,0,0,40,1,0
10774,0,0,0,32,36,0,12,0,0,0,0,0,0
10775,0,0,0,45,29,0,1,0,0,0,0,13,0
10776,0,0,14,30,9,0,8,0,0,0,5,0,4
10777,0,0,0,67,67,0,7,11,0,0,40,31,0
10778,0,0,22,47,69,0,0,21,0,0,52,5,0
10779,0,0,0,48,18,0,0,0,7,0,0,38,0
10780,0,0,0,43,55,0,0,0,0,0,0,56,0
10781,0,0,0,35,44,0,0,12,0,0,0,33,1
10782,0,0,0,10,43,24,0,0,0,0,0,0,0
10783,0,0,0,0,39,0,0,0,16,0,0,31,0
10784,0,0,0,19,0,0,14,2,0,13,1,73,0
10785,0,0,0,24,29,0,32,0,0,0,0,60,0
10786,0,0,0,0,38,0,12,0,0,0,0,55,0
10787,3,0,0,0,19,0,41,0,0,0,0,21,1
10788,0,1,0,1,0,0,0,0,0,0,0,63,5
10789,0,0,0,1,0,0,0,4,0,0,0,65,10
10790,0,0,0,0,0,0,0,0,0,0,0,44,11
10791,0,0,0,3,0,0,0,0,0,0,0,48,0
10792,0,0,0,0,13,0,0,0,0,0,0,74,0
10793,0,0,0,0,0,0,0,12,0,0,0,58,0
10794,0,0,0,82,4,1,0,8,0,0,0,78,12
10795,2,23,0,0,6,0,24,0,0,0,0,58,0
10796,0,4,2,2,0,0,19,0,0,1,0,9,0
10797,0,31,1,0,0,2,6,0,0,0,0,49,0
10798,0,28,0,0,0,0,0,1,0,0,0,58,0
10799,0,0,0,0,0,0,0,2,0,0,24,7,0
10800,0,23,0,0,0,0,0,7,0,0,12,9,0
10801,0,19,9,0,0,0,5,5,0,0,6,0,0
10802,0,0,1,11,5,0,0,0,0,0,0,12,0
10803,0,13,0,7,0,0,0,0,0,0,0,11,13
10804,0,11,13,0,0,0,0,0,0,0,0,6,0
10805,0,8,3,0,0,0,0,5,0,0,0,16,0
10806,0,55,0,25,0,0,5,0,22,0,0,1,1
10807,0,40,0,0,0,0,0,0,0,0,0,0,0
10808,0,8,6,11,0,0,0,0,0,0,0,0,16
10809,0,0,41,0,0,10,0,0,0,0,0,1,43
10810,0,0,23,0,0,0,0,0,0,0,0,19,0
10811,23,2,37,0,0,0,0,5,0,0,0,0,0
10812,18,61,42,2,31,0,0,26,0,0,0,0,0
10813,0,68,34,0,2,0,0,0,0,0,0,0,0
10814,1,56,11,11,0,0,19,0,0,0,0,0,0
10815,0,58,9,16,0,0,0,0,0,0,0,0,0
10816,0,7,23,10,0,0,0,0,0,0,0,0,0
10817,0,62,20,4,0,0,0,0,0,0,0,0,0
10818,0,0,50,0,1,0,0,0,0,0,0,0,0
10819,0,33,0,0,24,0,25,0,0,0,0,0,0
10820,0,0,0,9,0,4,0,0,0,0,0,0,0
10821,0,18,0,2,11,71,1,0,0,0,4,0,0
10822,0,25,2,0,0,73,0,16,0,0,0,0,0
10823,0,15,37,19,0,43,2,0,0,0,0,0,0
10824,0,17,33,0,0,9,0,0,0,0,0,0,0
10825,0,0,46,0,0,58,5,0,0,0,0,0,0
10826,20,50,9,0,0,89,0,0,0,0,0,0,0
10827,14,25,0,0,0,80,4,12,0,0,0,0,0
10828,2,0,0,21,0,42,0,0,0,5,2,5,0
10829,12,14,0,4,0,39,0,0,13,0,0,0,0
10830,0,7,0,0,28,31,7,0,2,0,2,0,0
10831,0,3,8,0,5,2,3,0,0,2,0,0,0
10832,0,0,55,0,12,15,0,0,0,1,14,0,0
10833,0,10,22,5,8,10,0,7,0,0,0,0,7
10834,0,16,53,11,0,79,0,3,0,26,5,0,0
10835,0,0,0,0,0,45,0,0,0,21,46,2,0
10836,0,2,0,0,0,57,0,0,0,0,0,0,0
10837,0,0,19,4,0,26,0,0,0,0,0,0,0
10838,0,0,3,8,0,17,0,4,0,0,0,0,0
10839,0,0,10,0,0,4,0,0,0,0,0,3,0
10840,20,0,0,0,0,9,0,11,0,0,0,0,0
10841,0,0,25,0,0,42,0,16,0,0,0,0,0
10842,0,0,18,0,0,55,0,34,8,13,0,0,0
10843,0,8,0,0,0,42,0,0,29,1,17,0,0
10844,0,5,0,0,0,57,0,0,20,0,5,0,0
10845,0,1,0,0,0,61,0,1,23,0,0,5,0
10846,0,0,36,0,0,6,0,0,0,0,0,0,0
10847,0,0,42,0,0,0,0,0,22,0,0,0,0
10848,0,4,0,0,0,0,0,3,0,0,0,1,0
10849,0,0,21,0,3,0,0,11,0,0,0,0,0
10850,0,4,14,0,0,0,0,6,0,0,0,18,0
10851,0,1,17,0,0,13,0,1,2,4,0,0,0
10852,0,7,9,0,0,35,24,0,0,2,0,8,0
10853,0,3,39,0,0,7,0,34,9,11,0,0,0
10854,0,0,50,0,0,0,0,0,0,0,0,4,0
10855,0,1,61,34,0,0,0,0,0,1,0,0,0
10856,0,0,39,2,20,14,0,0,0,0,0,0,0
10857,3,0,18,0,36,0,0,10,0,0,13,0,0
10858,23,0,34,19,0,0,0,0,0,0,1,0,0
10859,0,10,58,0,0,12,0,0,0,0,8,17,0
10860,0,0,18,4,0,0,0,0,0,37,39,1,0
10861,0,7,36,0,10,1,0,0,29,25,0,1,0
10862,0,8,41,6,0,1,0,0,35,3,39,1,0
10863,0,1,31,29,4,0,0,0,16,9,0,0,0
10864,0,0,1,10,0,0,0,0,75,3,0,0,0
10865,0,0,1,4,0,15,0,18,43,0,13,0,0
10866,0,9,33,0,8,0,0,0,52,0,0,3,0
10867,0,2,35,4,0,21,13,0,7,0,0,0,0
10868,0,8,0,0,0,0,0,0,8,0,0,21,0
10869,0,0,5,0,0,0,0,0,40,0,0,0,0
10870,0,0,38,5,0,0,0,0,12,0,0,2,0
10871,0,0,23,27,0,0,0,0,19,0,0,0,0
10872,0,0,0,5,0,0,0,0,38,2,0,0,0
10873,0,0,0,21,0,0,0,14,49,0,0,0,0
10874,0,0,0,0,0,0,11,6,10,0,0,0,0
10875,9,3,0,0,0,0,0,0,19,14,0,0,0
10876,34,2,0,0,0,0,0,36,54,0,0,0,0
10877,8,16,2,0,0,0,0,66,0,0,1,0,0
10878,32,0,0,11,0,0,0,60,21,0,0,0,0
10879,19,0,0,6,13,0,0,32,79,0,1,0,0
10880,9,0,0,0,0,0,0,47,87,0,0,0,14
10881,0,0,0,8,8,0,0,75,98,0,0,0,0
10882,0,15,0,8,3,0,0,42,92,0,0,0,0
10883,4,27,0,0,24,0,0,60,64,0,0,8,12
10884,0,70,0,21,0,0,0,15,0,0,8,28,0
10885,17,12,0,30,2,0,0,0,0,0,3,24,0
10886,17,0,0,16,1,0,0,0,34,16,0,25,16
10887,38,0,1,45,0,0,0,17,93,0,2,11,1
10888,14,0,12,0,0,0,0,18,82,0,1,15,7
10889,36,0,0,0,0,0,0,7,62,0,0,56,3
10890,41,0,0,0,0,0,0,15,68,0,0,14,0
10891,45,0,0,15,0,0,0,28,16,0,0,18,0
10892,5,0,0,32,0,0,0,0,65,0,0,24,0
10893,19,0,0,0,0,0,0,0,10,0,0,3,0
10894,24,0,0,8,0,0,0,11,0,0,1,12,0
10895,28,0,0,13,0,0,0,20,1,0,0,27,0
10896,29,0,0,17,0,0,0,5,64,0,0,75,0
10897,41,0,0,16,0,0,0,38,39,0,0,0,0
10898,18,0,0,7,32,0,26,7,89,0,0,66,0
10899,24,0,0,50,20,4,0,4,54,0,0,57,0
10900,17,0,0,35,19,39,0,22,101,11,9,34,0
10901,46,0,0,56,11,0,9,14,91,10,40,38,0
10902,18,0,0,29,11,1,32,0,64,23,8,5,0
10903,54,0,0,31,5,0,8,12,78,2,0,17,0
10904,28,0,0,41,34,9,18,0,44,0,0,24,0
10905,54,0,4,61,23,21,43,0,0,0,0,25,0
10906,34,0,22,24,27,23,5,4,95,0,1,53,0
10907,0,0,0,38,14,4,19,0,68,0,17,62,0
10908,1,0,0,49,9,31,45,0,74,22,6,42,0
10909,24,0,0,11,13,6,33,0,97,40,37,38,0
10910,76,0,0,24,37,24,30,0,31,30,3,60,0
10911,73,0,0,39,52,0,15,0,87,26,15,4,0
10912,17,0,0,19,9,12,3,14,63,24,29,0,0
10913,31,0,0,8,35,4,12,0,70,26,17,13,20
10914,34,0,0,7,37,8,18,0,38,9,12,60,38
10915,33,0,9,30,31,0,15,0,15,57,57,27,49
10916,47,0,0,27,10,18,50,0,36,54,0,0,30
10917,13,0,0,37,15,0,75,0,40,66,6,0,13
10918,1,0,0,42,10,0,37,5,5,44,21,3,7
10919,32,0,0,21,57,0,53,0,23,37,0,6,0
10920,49,2,0,24,41,0,82,6,8,47,23,18,0
10921,33,0,0,7,7,0,12,0,4,3,19,15,1
10922,46,0,0,25,39,0,38,0,47,20,47,0,4
10923,27,0,0,5,40,0,13,0,25,13,20,12,0
10924,32,0,0,7,32,0,26,0,16,29,68,0,6
10925,26,16,0,22,39,0,36,0,0,60,46,0,6
10926,62,12,0,0,10,0,7,0,0,26,59,0,0
10927,56,0,2,4,20,0,20,0,43,11,60,0,0
10928,41,0,0,12,5,0,34,8,18,0,39,0,0
10929,0,0,8,13,0,0,80,0,41,69,22,0,0
10930,33,0,22,5,11,11,36,2,28,36,22,0,0
10931,6,0,0,32,1,18,0,0,4,23,15,0,0
10932,55,4,0,6,1,0,57,2,0,12,26,0,0
10933,31,22,6,0,3,0,37,1,0,41,16,0,9
10934,21,3,4,6,6,0,0,0,0,11,21,0,0
10935,34,0,0,0,0,0,13,0,0,23,13,0,0
10936,25,0,0,0,0,4,0,13,0,9,0,0,10
10937,31,0,0,0,0,2,0,2,0,0,0,0,19
10938,2,0,8,0,0,0,0,0,6,11,0,0,79
10939,34,0,0,0,0,0,0,0,0,24,6,0,75
10940,6,0,0,0,0,0,0,0,0,0,10,0,74
10941,12,0,0,0,2,0,0,0,0,9,4,0,67
10942,7,0,0,37,0,0,26,0,0,53,0,0,58
10943,18,0,15,19,0,0,0,0,0,18,0,0,89
10944,7,0,0,0,0,15,9,0,0,2,0,0,80
10945,0,0,0,1,3,37,0,0,0,0,0,0,78
10946,8,0,0,0,7,3,3,0,0,0,0,0,70
10947,21,0,0,1,0,7,0,0,0,15,0,0,39
10948,0,0,0,0,0,0,0,2,0,0,0,0,61
10949,0,5,0,30,0,0,2,26,0,0,0,0,46
10950,26,0,0,0,13,0,5,31,0,0,0,1,42
10951,5,0,0,1,9,0,0,22,0,0,0,0,57
10952,8,0,0,0,0,0,0,0,0,0,0,0,36
10953,0,0,0,0,7,0,0,0,0,14,0,0,68
10954,0,0,0,41,3,0,0,0,0,0,0,0,46
10955,0,0,0,0,0,0,6,10,0,0,0,0,56
10956,0,0,10,15,0,0,0,1,0,0,0,8,58
10957,0,0,9,0,0,0,0,0,0,0,0,4,43
10958,0,9,0,4,0,0,0,15,0,0,0,0,60
10959,0,0,9,0,25,0,0,1,0,0,0,0,74
10960,0,7,7,0,18,0,0,0,0,0,0,15,48
10961,10,0,0,0,0,0,0,0,0,0,0,0,46
10962,0,2,8,0,0,0,0,0,0,0,0,0,50
10963,6,0,0,0,0,0,0,0,4,0,0,0,47
10964,0,0,5,0,0,0,0,0,5,0,0,0,44
10965,0,44,0,0,0,0,22,0,0,0,0,0,42
10966,0,10,0,0,2,0,0,5,0,0,0,12,3
10967,3,23,0,0,28,0,0,0,1,0,0,0,34
10968,5,0,1,0,38,9,0,0,4,0,0,0,60
10969,0,0,0,0,12,7,0,0,6,0,0,0,65
10970,14,0,0,0,0,0,0,0,0,0,0,0,61
10971,13,0,0,0,0,0,5,9,0,0,2,0,36
10972,0,1,0,7,0,0,1,0,0,0,3,0,56
10973,0,6,0,10,0,0,0,0,0,0,13,0,41
10974,2,2,0,7,0,0,0,0,0,0,0,0,32
10975,0,0,0,38,0,0,0,0,0,0,0,0,72
10976,0,29,0,19,0,0,0,0,0,0,8,0,39
10977,0,0,12,5,0,0,2,0,0,0,1,0,50
10978,0,10,7,5,0,0,7,11,0,0,0,0,53
10979,0,0,2,0,0,0,0,0,0,0,0,0,97
10980,0,1,0,0,0,0,4,0,21,4,0,0,72
10981,0,0,3,0,0,0,7,0,0,0,0,0,91
10982,0,0,0,0,0,0,0,0,1,22,0,0,72
10983,0,20,3,2,17,0,0,0,0,2,0,0,42
10984,0,0,0,2,6,0,0,0,1,15,0,12,61
10985,0,0,0,3,34,0,0,0,0,0,0,0,54
10986,12,0,10,3,0,0,0,0,0,0,0,27,57
10987,0,0,2,0,0,0,0,0,11,0,0,0,41
10988,0,0,0,0,9,0,0,0,0,0,0,0,21
10989,0,8,0,0,0,0,0,0,0,25,0,18,20
10990,0,52,0,3,0,0,0,0,0,0,0,0,5
10991,0,0,0,1,0,0,0,0,12,0,0,0,73
10992,0,8,0,4,0,0,0,0,0,0,0,0,69
10993,0,0,0,0,0,0,0,0,0,0,0,0,75
10994,4,0,0,1,0,2,0,0,0,0,0,0,29
10995,0,0,0,0,0,34,3,0,0,0,0,0,51
10996,9,6,0,9,0,0,1,0,16,5,0,0,21
10997,17,0,0,0,0,20,0,21,5,0,0,21,34
10998,0,30,18,0,1,0,0,0,0,0,0,2,0
10999,0,0,34,3,0,0,0,0,0,0,0,8,70
11000,10,0,0,22,0,15,0,0,0,21,0,5,73
11001,0,0,0,4,3,19,0,0,0,0,0,1,64
11002,0,0,0,0,3,17,0,0,0,0,0,30,54
11003,0,0,0,0,0,8,0,0,0,0,0,0,44
11004,0,0,0,0,3,21,0,7,0,0,0,0,34
11005,0,0,0,0,0,29,0,0,0,0,0,0,59
11006,0,0,0,0,0,0,0,0,0,0,0,0,49
11007,0,0,0,0,0,0,0,0,0,0,17,4,37
11008,0,0,17,23,0,0,0,0,0,0,0,2,16
11009,0,0,0,6,0,0,0,0,0,0,0,0,48
11010,0,0,17,0,0,0,0,0,0,0,0,0,37
11011,4,0,11,0,0,0,0,0,0,0,0,0,40
11012,0,0,0,34,13,0,0,0,0,0,0,0,69
11013,0,0,11,5,15,0,0,0,0,0,1,0,57
11014,0,0,2,19,2,0,0,0,0,0,0,0,12
11015,4,0,17,5,0,0,0,0,0,5,0,0,10
11016,0,0,0,0,0,0,4,0,0,4,0,0,56
11017,2,0,0,8,1,0,0,0,0,5,0,0,44
11018,0,0,6,22,0,0,0,0,0,0,1,0,37
11019,3,0,20,10,0,0,0,0,0,0,0,0,45
11020,1,0,7,0,12,0,0,0,0,45,0,0,11
11021,5,0,17,0,0,0,7,0,0,11,0,0,0
11022,13,36,30,55,0,0,0,0,0,0,0,1,5
11023,0,56,28,34,0,0,0,0,0,0,4,3,61
11024,0,70,29,38,0,0,0,0,0,0,0,1,24
11025,0,5,23,31,37,0,0,0,0,0,0,0,19
11026,0,0,0,9,3,0,0,0,0,4,0,0,22
11027,0,57,0,35,0,0,8,6,0,2,2,0,27
11028,0,38,0,37,0,0,11,0,2,1,2,4,52
11029,0,11,0,66,0,0,0,0,25,0,19,2,63
11030,0,21,12,40,0,0,0,0,21,41,0,11,46
11031,3,27,30,76,0,0,0,23,0,24,0,0,49
11032,0,54,28,58,0,0,11,18,0,38,0,0,51
11033,0,39,28,21,0,0,0,0,4,0,2,0,57
11034,6,41,23,72,21,0,0,7,0,0,0,0,59
11035,0,58,48,91.06718722,74,0,0,2,0,66,10,0,49
11036,0,11,0,14,2,21,0,41,19,26,0,0,23
11037,0,49,31,22,0,2,0,50,0,15,0,13,26
11038,18,82,0,58,0,0,0,52,0,69,0,0,47
11039,1,46,25,65,0,0,0,28,8,34,0,0,62
11040,0,35,47,59,0,0,0,39,0,8,9,0,66
11041,0,33,28,43,0,0,0,24,0,57,0,5,89
11042,0,62,22,32,8,0,0,44,0,33,0,0,43
11043,0,49,30,27,5,0,0,56,0,6,0,0,102
11044,0,80,8,56,6,0,0,37,0,38,13,1,1
11045,0,18,22,16,4,0,10,39,0,5,50,0,0
11046,3,11,39,39,31,0,0,52,0,52,19,11,23
11047,1,4,32,4,4,0,0,51,0,14,34,3,66
11048,0,27,34,18,0,0,0,17,0,22,1,0,27
11049,0,37,7,23,0,0,0,17,0,1,3,0,1
11050,0,42,12,0,0,0,8,10,2,0,11,0,0
11051,7,57,1,0,29,0,0,41,0,17,40,0,6
11052,0,8,0,11,0,0,0,46,0,0,46,8,55
11053,0,49,43,0,0,0,0,59,0,0,30,11,18
11054,0,42,27,0,0,0,0,55,0,0,0,0,27
11055,0,29,39,0,1,4,0,10,0,0,0,8,23
11056,0,33,30,4,28,0,6,49,0,27,3,4,64
11057,0,77,55,0,0,14,5,28,0,4,44,19,22
11058,0,60,42,3,0,27,1,36,0,0,66,12,0
11059,3,30,4,0,0,0,0,36,0,0,63,0,0
11060,61,47,25,6,0,25,0,39,0,0,38,36,0
11061,0,59,23,0,0,6,0,5,0,17,65,12,0
11062,0,55,48,0,0,0,0,0,0,0,42,20,5
11063,0,8,18,0,4,0,0,7,0,44,56,5,51
11064,0,17,1,0,20,2,0,7,0,5,55,0,94
11065,0,33,40,9,18,18,0,9,0,0,55,16,56
11066,0,56,25,0,5,1,0,35,0,0,38,0,6
11067,0,35,40,28,5,21,0,27,0,0,12,12,0
11068,0,56,16,0,0,11,0,34,14,0,64,25,12
11069,13,51,8,14,0,49,0,0,0,0,49,5,26
11070,44,63,12,5,0,0,0,0,0,0,36,49,48
11071,20,45,14,0,0,0,0,0,0,0,17,27,10
11072,32,66,30,0,4,4,0,0,0,8,24,23,30
11073,73,63,35,0,0,0,0,6,0,4,21,23,26
11074,32,38,45,0,0,9,7,20,0,0,0,62,0
11075,56,27,40,0,5,0,0,8,0,0,0,41,0
11076,44,12,36,0,29,0,0,13,6,6,9,43,6
11077,3,13,4,0,0,6,0,3,0,0,0,26,3
11078,39,42,0,5,0,0,23,0,0,0,0,25,0
11079,27,68,0,0,5,0,0,0,0,0,0,60,0
11080,17,96,10,0,0,0,6,10,0,4,0,42,0
11081,10,23,62,0,2,0,26,41,0,0,0,53,14
11082,36,41,30,0,0,0,47,5,0,0,8,56,33
11083,47,15,53,0,0,1,15,27,0,0,0,10,16
11084,27,67,32,0,0,0,0,42,0,0,0,45,21
11085,35,4,0,2,12,0,0,61,0,0,0,12,4
11086,14,17,33,0,0,1,10,30,0,0,0,1,0
11087,0,36,32,1,0,0,8,0,0,0,0,0,0
11088,0,8,30,4,0,0,0,0,0,0,0,0,0
11089,0,43,34,53,0,0,19,0,0,0,0,0,0
11090,0,51,41,69,0,0,23,0,0,0,0,0,0
11091,0,27,51,74,0,0,13,0,0,0,0,0,0
11092,0,20,20,33,12,0,41,0,0,0,0,0,0
11093,0,55,11,53,0,3,16,0,0,13,0,0,0
11094,0,28,35,52,0,12,25,0,0,28,0,0,0
11095,0,46,46,63,0,16,58,4,0,10,0,0,0
11096,0,42,63,60,0,88,16,5,0,0,0,0,0
11097,0,44,20,61,0,0,28,0,0,0,0,0,0
11098,0,9,29,55,0,46,54,0,0,0,0,0,0
11099,0,23,27,45,0,20,56,0,0,0,0,0,0
11100,0,35,5,20,3,12,51,0,0,0,0,28,0
11101,0,0,21,41,10,0,54,0,0,0,0,18,0
11102,0,0,10,52,19,0,49,0,0,0,0,0,0
11103,0,0,36,45,40,0,56,0,0,0,0,4,0
