time,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13
496,17,23,0,0,25,85,18,26,0,5,92,6,0
497,26,3,0,0,29,57,0,58,0,28,48,10,0
498,19,0,18,0,31,68,0,29,0,73,13,54,0
499,11,4,47,0,0,54,9,34,0,90,40,77,0
500,7,0,19,0,0,19,23,49,0,87,35,15,0
501,29,0,31,0,0,39,1,79,0,59,49,17,15
502,21,0,35,0,0,60,3,78,1,52,47,10,0
503,33,0,38,0,51,29,0,78,0,8,5,26,0
504,61,0,25,0,14,61,0,57,0,6,42,28,0
505,48,0,41,0,69,75,0,51,4,29,66,47,0
506,26,0,35,0,30,57,13,92,0,0,74,9,0
507,33,0,30,0,22,82,56,60,0,1,63,13,0
508,52,0,22,0,0,78,32,85,0,19,46,10,0
509,40,0,20,0,17,85,18,61,13,56,47,20,0
510,47,0,0,0,12,49,34,63,0,45,41,2,7
511,35,0,0,0,27,56,6,54,0,22,56,0,0
512,34,0,25,0,0,0,27,75,0,2,68,39,0
513,18,0,35,0,8,39,26,84,0,5,26,0,0
514,62,2,18,0,38,72,41,63,17,10,4,0,2
515,15,26,33,2,15,71,53,37,0,27,0,0,0
516,18,2,21,2,9,42,63,59,0,6,3,13,25
517,64,4,4,4,5,66,33,62,0,80,22,59,0
518,75,0,12,2,15,61,12,58,0,28,28,105,0
519,18,0,5,5,36,30,28,59,0,62,34,77,0
520,51,4,6,0,34,9,28,56,0,63,16,79,0
521,43,0,25,2,78,20,43,76,0,74,0,52,0
522,28,0,54,0,82,35,11,25,0,45,10,77,6
523,29,0,29,0,44,40,0,73,0,8,42,86,4
524,33,0,0,6,98,66,36,35,0,0,65,24,0
525,25,0,0,3,106,37,24,39,0,0,28,0,5
526,14,0,18,0,82,59,16,52,2,36,67,0,0
527,3,0,31,26,51,80,39,41,0,37,23,15,23
528,14,0,47,0,100,68,28,41,0,30,44,40,20
529,48,0,59,0,95,77,49,31,0,72,61,58,1
530,16,6,23,0,46,69,49,51,0,67,24,58,7
531,32,14,31,0,96,50,47,43,8,57,7,29,0
532,46,23,52,0,73,50,41,75,4,72,34,19,0
533,26,24,43,0,44,75,48,55,0,65,36,33,0
534,0,0,50,0,36,49,49,72,0,64,16,1,4
535,16,0,5,0,72,11,31,36,0,76,39,47,7
536,1,0,16,0,85,55,67,51,0,71,41,15,3
537,0,0,44,0,62,77,44,37,0,6,46,3,2
538,0,0,16,45,73,62,7,55,0,39,23,11,5
539,0,0,44,19,49,65,34,0,0,33,23,8,0
540,25,8,39,0,70,36,48,0,0,79,36,25,0
541,2,0,28,1,72,1,31,0,0,85,52,5,0
542,18,14,25,0,44,40,31,2,0,51,38,27,0
543,0,0,12,0,75,91,18,22,0,23,17,12,0
544,2,0,33,0,72,83,32,15,0,41,65,13,14
545,3,0,28,0,75,65,40,0,28,49,21,52,52
546,0,3,6,0,97,69,20,0,34,0,34,52,48
547,0,0,14,20,78,114,26,0,5,0,15,59,11
548,14,0,4,54,74,102,47,10,26,0,22,31,9
549,0,23,13,45,71,86,30,0,7,42,17,42,0
550,0,48,0,32,73,55,28,0,0,48,46,64,2
551,24,35,0,16,79,26,41,0,0,75,83,0,5
552,45,48,0,24,68,24,65,0,0,58,67,20,55
553,0,12,4,53,46,64,12,0,0,41,49,25,44
554,0,7,0,40,61,69,42,0,0,10,41,49,49
555,0,0,27,30,70,21,29,7,0,54,57,112.927108,26
556,0,18,6,43,96,91,22,0,0,36,30,112.927108,21
557,0,61,30,33,66,70,30,0,0,37,65,57,36
558,0,38,0,55,6,98,37,0,0,50,43,60,23
559,0,68,0,49,1,57,8,0,0,49,45,32,11
560,0,12,0,3,18,35,13,0,0,14,10,0,75
561,0,18,0,43,95,33,43,0,42,38,30,40,48
562,0,47,0,27,54,73,44,0,35,20,53,13,58
563,0,64,14,33,18,63,47,0,20,30,83,37,16
564,0,51,0,56,36,83,40,0,20,54,10,25,23
565,0,62,0,41,76,107,5,0,14,73,2,1,18
566,1,67,0,32,96,118,46,0,28,49,74,28,57
567,0,56,0,0,81,107,33,0,43,28,23,14,34
568,0,49,5,4,104,53,37,0,10,27,0,54,31
569,0,61,0,3,64,20,7,0,54,7,0,73,44
570,12,48,0,6,0,42,55,0,83,16,0,26,45
571,10,16,0,18,6,8,38,0,26,46,0,112.927108,49
572,0,20,0,47,73,68,20,0,63,45,2,48,37
573,0,39,0,61,85,78,45,0,92,6,0,24,44
574,0,81,0,53,78,68,33,0,39,20,0,33,47
575,6,73,0,65,75,91,20,0,4,46,0,25,40
576,0,53,0,26,49,50,7,0,45,0,0,31,38
577,0,50,0,63,66,81,34,3,54,32,0,35,80
578,0,62,21,18,91,39,66,5,81,68,0,1,32
579,0,57,0,17,71,68,33,0,67,65,4,22,36
580,0,12,0,61,96,122.6049868,22,11,39,54,0,20,51
581,0,20,0,36,81,93,9,3,87,35,0,53,74
582,3,81,0,36,70,11,19,0,104,38,0,7,34
583,0,92,0,57,60,22,13,1,75,0,0,1,32
584,0,61,7,42,71,45,0,8,48,13,0,16,34
585,0,68,0,29,84,52,0,0,46,8,0,33,21
586,2,91,4,18,108,52,21,17,55,0,0,23,31
587,5,63,0,31,96,104,0,13,58,0,0,0,56
588,0,20,0,0,67,122.6049868,0,0,29,0,0,29,35
589,0,48,2,0,77,91,0,6,31,0,0,76,26
590,0,13,5,0,89,53,0,0,92,19,0,62,39
591,14,0,0,0,63,72,0,0,82,0,0,22,57
592,4,0,0,0,63,37,0,0,59,0,0,67,3
593,24,1,0,35,62,6,0,0,41,14,3,14,7
594,7,48,0,13,64,51,0,0,37,0,0,53,10
595,3,84,0,0,68,76,0,0,0,0,23,72,2
596,0,74,3,0,53,117,0,5,56,0,27,37,0
597,0,61,0,12,40,110,0,0,37,0,0,7,0
598,0,62,3,4,76,93,0,1,25,17,0,0,0
599,25,64,3,8,57,86,0,41,53,0,0,0,0
600,0,65,2,17,75,60,0,58,40,0,0,19,6
601,22,65,1,11,89,95,0,27,13,0,0,52,35
602,10,48,0,0,59,73,0,58,4,0,9,38,2
603,0,51,0,0,41,48,0,60,15,0,7,45,0
604,0,59,0,0,64,117,0,28,1,0,9,34,0
605,3,50,0,0,80,87,0,12,6,0,0,18,0
606,0,55,0,1,63,109,0,15,0,0,0,0,0
607,0,46,1,0,74,101,0,33,0,0,0,0,0
608,0,34,1,0,88,96,0,5,0,0,17,0,0
609,0,57,0,6,102,77,0,18,0,0,8,1,0
610,0,45,0,8,28,34,0,35,0,0,13,1,0
611,0,5,0,0,30,97,0,72,13,34,9,12,0
612,12,6,7,0,58,42,0,65,0,0,14,0,0
613,5,0,0,0,70,0,2,60,0,0,34,14,0
614,0,0,0,0,55,64,23,82,0,0,64,17,0
615,0,0,0,0,74,105,0,75,7,0,22,1,0
616,0,0,0,0,15,104,0,79,0,0,34,0,0
617,0,8,28,0,70,88,19,69,0,0,26,1,0
618,0,0,0,0,18,67,16,70,1,0,77,0,0
619,0,8,0,6,32,14,41,25,0,0,68,0,0
620,0,0,0,0,48,59,42,19,0,0,63,20,27
621,0,0,0,0,29,50,29,55,0,0,35,50,0
622,0,0,0,3,74,55,40,90,0,5,85,0,0
623,10,0,0,15,78,53,32,71,0,0,41,0,0
624,5,0,0,0,41,20,39,51,0,0,31,0,0
625,17,0,0,0,38,63,44,77,0,0,46,33,0
626,0,0,0,0,53,35,48,56,0,0,80,26,0
627,0,0,0,0,30,60,21,60,0,0,80,0,0
628,21,0,0,0,23,61,17,90,14,0,35,58,0
629,0,0,0,0,40,3,34,49,13,0,32,8,3
630,0,0,0,0,36,29,18,54,0,0,28,11,11
631,0,0,0,0,66,37,27,63,0,0,15,0,0
632,0,0,12,0,66,81,23,52,0,0,8,21,0
633,0,0,2,0,59,84,9,42,14,2,48,31,0
634,0,5,9,14,56,0,50,30,26,0,0,44,0
635,0,16,0,36,20,41,47,4,0,16,8,59,0
636,0,0,0,0,2,27,41,9,12,0,17,0,0
637,15,0,0,0,0,41,62,0,0,0,10,11,0
638,16,0,0,0,17,16,5,28,12,6,5,22,0
639,0,2,0,0,94,42,8,7,0,0,0,69,0
640,49,0,0,0,55,7,0,11,0,0,0,76,0
641,38,0,0,0,42,12,6,0,3,5,0,31,0
642,37,0,0,0,73,19,8,2,3,0,1,0,0
643,38,16,0,0,46,22,23,0,29,0,0,0,1
644,33,0,0,0,55,78,10,0,31,0,0,38,10
645,14,0,0,0,28,28,0,0,8,0,0,32,3
646,25,0,0,0,7,5,0,0,17,0,0,47,3
647,21,0,0,7,56,0,0,0,0,0,0,29,18
648,51,6,0,0,22,0,0,0,0,0,0,13,41
649,42,0,0,0,56,0,0,0,0,17,0,16,6
650,38,0,0,1,45,1,0,0,34,1,0,22,0
651,75,0,0,0,39,25,0,0,0,6,0,23,0
652,23,0,7,8,77,3,0,0,0,5,0,36,0
653,57,0,9,0,39,26,0,0,0,0,0,97,0
654,41,0,0,0,76,44,0,0,25,0,0,17,0
655,57,0,0,0,81,43,0,0,0,22,0,69,1
656,17,0,10,0,93,10,0,0,0,17,0,79,0
657,0,0,0,0,85,55,0,8,27,0,0,45,0
658,27,0,0,0,49,35,0,0,32,27,0,0,0
659,6,0,0,0,50,20,0,0,0,40,0,22,0
660,1,0,0,0,0,20,0,0,0,38,0,0,0
661,32,0,12,21,42,0,0,8,9,5,0,41,0
662,34,0,3,14,2,0,0,6,3,31,0,15,0
663,4,0,0,0,70,0,0,0,0,28,3,62,7
664,0,12,1,11,55,0,4,0,59,22,20,79,0
665,0,0,14,3,51,28,4,0,32,44,2,33,0
666,0,0,0,6,46,0,16,0,23,28,14,60,0
667,0,0,36,0,92,0,4,0,8,18,16,43,0
668,0,0,60,27,58,0,18,0,29,19,0,38,0
669,0,0,38,42,85,0,34,0,34,55,2,58,23
670,13,0,29,37,55,0,46,0,40,59,0,31,0
671,0,0,25,14,71,0,43,10,28,56,0,59,0
672,0,0,12,30,35,0,58,0,43,49,0,28,0
673,21,0,0,12,13,0,47,0,105,21,0,62,0
674,0,0,0,10,52,0,83,0,116,4,0,51,0
675,0,0,14,20,55,0,64,0,70,9,0,29,0
676,0,12,15,8,43,0,6,3,69,1,0,53,3
677,0,22,10,35,7,0,12,0,90,4,0,11,0
678,0,0,0,59,1,0,37,5,73,15,0,48,0
679,0,0,18,39,16,0,36,0,97,0,0,45,0
680,0,0,36,47,7,0,48,0,48,0,20,37,0
681,0,0,68,41,15,0,40,0,46,7,5,0,0
682,0,0,38,27,15,0,52,0,20,4,5,0,10
683,0,16,23,67,12,10,12,0,31,14,0,5,3
684,0,52,0,35,30,32,38,0,50,0,0,43,0
685,0,0,0,15,5,60,18,17,0,0,2,16,0
686,0,13,0,54,2,87,17,9,12,0,5,0,1
687,0,9,0,43,12,68,50,0,1,2,0,0,0
688,0,8,0,67,9,44,14,0,0,0,5,23,0
689,0,24,6,38,11,17,30,0,0,0,2,2,4
690,0,18,33,45,0,11,76,24,5,3,4,38,0
691,0,1,18,28,0,6,63,47,1,0,0,0,0
692,0,0,0,14,3,0,58,71,88,0,31,0,20
693,0,0,0,12,0,23,20,77,0,0,65,0,0
694,0,0,3,4,0,4,33,76,0,0,89,0,0
695,0,6,6,0,7,9,17,42,0,0,42,0,0
696,51,44,0,0,0,7,0,71,0,0,41,0,0
697,32,8,0,4,0,0,0,21,0,0,69,0,0
698,43,35,0,2,10,0,7,49,25,13,36,0,23
699,5,41,0,0,0,8,24,37,1,0,59,3,5
700,0,39,3,0,0,0,31,90,0,0,9,0,0
701,0,52,0,0,0,0,10,78,0,35,59,0,0
702,0,44,0,0,0,0,0,67,0,0,3,0,0
703,0,3,0,0,0,0,0,32,0,0,3,0,0
704,0,26,0,10,0,3,0,15,0,0,0,0,0
705,0,30,0,4,0,0,0,8,0,0,0,0,0
706,0,25,0,0,0,0,0,14,0,0,0,0,0
707,4,56,4,0,0,0,0,26,0,0,0,0,0
708,8,58,0,2,0,0,0,0,0,0,0,0,0
709,6,41,1,5,0,0,0,0,0,0,10,0,9
710,0,47,1,0,0,0,0,0,0,0,0,0,0
711,15,9,3,0,18,0,0,0,0,0,0,0,0
712,47,24,4,0,45,0,0,0,0,0,0,21,0
713,5,33,2,0,1,0,21,0,0,0,19,36,48
714,9,49,9,0,18,0,35,0,0,0,0,20,0
715,0,71,3,0,3,0,0,0,0,11,36,16,0
716,3,91,0,0,0,0,0,0,0,0,7,0,0
717,0,27,0,11,22,0,0,0,0,0,41,12,0
718,16,35,0,18,0,0,6,0,0,0,17,5,0
719,0,48,0,12,1,0,72,0,0,5,0,0,0
720,0,41,0,0,4,0,0,0,14,0,4,0,0
721,0,63,0,0,5,0,7,0,0,0,0,13,0
722,0,59,0,0,0,0,2,0,0,0,0,0,0
723,0,52,0,0,0,0,0,0,0,0,0,0,0
724,0,62,0,0,0,0,4,0,0,0,0,0,0
725,13,42,0,9,20.43849157,0,0,18,0,0,0,0,0
726,4,23,0,15,20.43849157,0,13,0,0,0,0,0,0
727,0,37,0,23,20.43849157,0,0,0,0,0,6,0,0
728,0,37,0,34,20.43849157,0,17,0,13,16,10,0,0
729,0,0,0,30,20.43849157,0,0,3,0,0,5,0,0
730,0,0,0,25,20.43849157,0,0,0,6,0,0,8,0
731,1,8,0,32,20.43849157,0,6,0,5,1,0,0,0
732,52,7,0,20,0,0,44,0,0,7,4,0,0
733,0,38,0,10,0,0,0,0,0,0,17,0,0
734,1,0,0,0,0,0,1,0,0,0,31,4,0
735,0,0,0,0,22,0,24,0,0,0,31,6,0
736,1,2,0,0,19,0,0,0,0,4,3,0,0
737,0,0,0,0,69,8,0,0,0,0,0,0,0
738,0,0,4,0,60,3,0,0,5,0,0,0,0
739,0,0,9,0,13,6,4,0,0,0,0,0,0
740,0,0,0,0,28,0,0,0,0,0,0,0,0
741,0,0,0,10,39,0,0,29,0,12,0,0,0
742,5,8,8,10,14,0,0,0,0,13,7,0,5
743,12,0,37,0,3,0,0,0,0,0,0,1,0
744,0,0,0,13,5,0,12,0,0,0,0,0,0
745,0,0,11,1,0,0,0,17,0,0,27,0,0
746,0,17,4,0,1,1,5,0,0,0,18,0,0
747,0,7,0,11,0,25,2,0,0,0,0,0,0
748,0,1,0,0,2,0,0,0,0,0,0,0,0
749,2,0,0,0,0,0,0,0,0,0,0,0,0
750,4,0,0,0,0,0,11,0,0,3,4,10,0
751,0,0,0,0,21,0,4,0,0,0,0,0,0
752,0,0,5,0,0,0,11,0,0,0,11,0,2
753,4,0,0,9,0,0,0,0,0,0,0,2,0
754,0,0,4,17,0,0,0,0,0,0,0,0,0
755,2,0,0,0,0,0,37,0,0,0,0,12,0
756,0,0,0,3,0,0,0,0,0,0,0,0,0
757,2,0,4,3,3,0,7,0,0,21,10,0,0
758,19,0,0,0,0,0,0,0,0,18,41,4,0
759,1,0,0,0,0,0,0,0,13,9,0,2,0
760,34,0,0,0,2,0,0,0,0,0,5,3,0
761,16,0,0,0,5,0,5,2,0,0,1,2,0
762,26,7,0,2,0,0,0,7,0,0,59,13,30
763,23,21,0,3,0,0,0,0,0,0,84,4,2
764,4,0,0,0,0,0,0,0,0,0,47,42,1
765,0,0,0,0,0,0,0,0,0,0,37,50,9
766,0,0,3,0,14,0,0,3,0,0,39,31,0
767,2,0,0,10,0,0,0,0,15,0,0,7,0
768,0,0,0,10,0,0,21,0,2,0,0,0,0
769,0,0,0,0,0,55,0,0,0,0,0,0,14
770,3,0,0,10,0,97,0,0,0,0,0,0,0
771,0,0,0,41,0,0,5,0,0,0,0,0,11
772,29,0,0,0,7,0,0,0,0,0,5,0,0
773,9,0,0,0,17,9,14,0,0,0,6,0,0
774,0,2,31,0,6,3,57,0,1,0,0,0,0
775,1,0,28,0,25,0,23,0,0,0,0,0,0
776,1,0,0,0,0,0,35,13,0,0,2,11,0
777,5,1,18,11,0,0,0,0,0,0,0,11,0
778,3,0,14,0,0,0,16,0,5,0,0,0,0
779,0,1,4,1,0,0,52,0,37,0,0,0,13
780,9,34,35,0,20,0,19,0,3,0,0,0,0
781,5,26,20,0,0,0,40,0,0,0,4,0,0
782,0,6,32,0,10,0,46,0,0,0,0,14,0
783,0,30,35,0,5,0,43,0,24,0,0,3,0
784,10,0,21,0,8,6,46,0,14,0,3,0,31
785,0,0,55,0,0,0,8,0,0,0,4,0,3
786,0,0,47,0,3,0,10,0,0,0,15,0,8
787,0,0,51,0,0,0,26,0,0,0,0,0,0
788,0,0,36,0,0,1,0,0,0,0,0,0,0
789,0,0,50,36,4,0,0,0,0,0,0,0,8
790,0,0,1,0,11,0,24,0,10,0,0,0,31
791,0,0,0,0,0,0,10,0,0,21,0,0,8
792,0,0,3,25,0,0,27,0,0,0,0,0,5
793,0,0,27,4,0,0,22,7,4,9,5,0,33
794,0,0,48,1,0,0,0,0,0,0,0,0,0
795,2,0,24,3,0,0,0,8,0,0,4,0,10
796,8,0,58,4,10,0,1,1,0,0,0,0,0
797,0,0,43,25,0,0,0,0,5,0,17,0,0
798,0,0,35,1,0,0,0,0,0,0,0,0,0
799,0,0,37,3,2,0,0,0,0,0,0,0,1
800,0,0,0,8,26,0,0,0,0,0,0,0,65
801,0,0,12,2,29,0,0,7,0,0,0,0,46
802,0,0,35,19,2,0,0,0,0,0,0,0,34
803,4,0,37,0,0,0,0,16,30,0,0,2,39
804,0,22,31,0,0,0,0,22,0,0,0,0,13
805,1,6,3,0,0,0,0,0,0,0,0,0,45
806,0,0,27,0,0,0,0,6,0,0,0,0,5
807,5,0,26,0,4,12,0,13,0,0,0,2,17
808,50,0,28,0,0,1,0,16,0,0,0,2,50
809,39,0,45,0,3,0,0,47,0,0,3,0,59
810,51,0,59,0,0,0,0,1,0,10,0,14,59
811,32,0,40,0,0,0,0,6,11,0,0,0,50
812,13,0,43,0,9,0,0,0,5,0,0,0,3
813,27,0,54,0,27,0,0,0,25,0,0,0,8
814,29,0,46,0,12,6,0,0,31,0,0,7,64
815,87,0,33,11,7,0,0,3,2,0,0,0,25
816,55,0,52,0,0,0,0,31,0,0,0,0,0
817,30,0,43,0,0,0,0,14,0,0,0,13,32
818,14,0,39,19,0,0,0,51,0,0,0,0,0
819,31,2,41,10,33,0,0,29,0,0,0,28,0
820,39,10,31,25,18,0,0,4,30,0,0,15,0
821,31,15,25,0,0,0,0,43,0,0,0,2,0
822,35,0,0,13,0,0,0,0,0,0,0,13,0
823,25,7,0,7,0,0,0,0,0,0,0,33,1
824,19,0,47,11,16,0,8,1,7,0,0,20,9
825,10,10,53,0,0,0,21,0,38,0,0,41,7
826,71,1,51,27,1,0,0,20,27,0,0,26,5
827,30,0,29,62,18,6,0,0,2,0,25,60,0
828,57,1,29,29,0,31,7,17,3,0,26,43,0
829,50,5,37,46,0,5,0,4,0,0,6,42,0
830,5,0,0,50,0,6,0,0,13,0,0,45,0
831,16,0,0,37,0,77,0,0,19,0,28,50,0
832,25,0,61,41,0,8,12,0,0,1,1,39,0
833,34,0,46,63,0,31,0,0,0,0,0,39,0
834,19,3,18,29,0,55,0,0,36,6,6,50,0
835,75,33,64,39,0,44,0,0,73,0,21,49,0
836,75,9,13,15,7,12,0,0,65,0,0,51,0
837,37,8,7,34,4,0,0,0,4,0,0,27,0
838,48,36,3,42,24,21,0,0,17,0,16,33,0
839,23,24,70,41,0,32,0,0,32,0,0,0,0
840,8,32,31,55,0,3,0,0,74,0,4,0,0
841,15,19,8,1,0,0,0,0,84,0,10,0,0
842,14,37,23,6,0,0,0,0,70,0,6,10,0
843,34,28,35,27,0,0,0,0,67,0,24,0,0
844,26,58,0,9,13,0,0,0,64,0,31,0,0
845,22,28,0,49,0,0,0,1,44,0,64,0,0
846,30,46,6,29,15,0,1,0,21,0,1,0,0
847,26,53,30,0,5,43,0,0,42,0,40,0,0
848,0,60,0,5,17,0,0,0,16,0,77,0,0
849,26,74,0,8,0,0,0,0,11,0,40,0,0
850,15,31,0,0,2,0,0,0,19,0,67,0,0
851,32,28,0,0,41,0,1,6,0,5,18,0,0
852,11,1,0,0,17,0,0,0,0,12,36,0,0
853,0,4,0,0,24,0,21,0,0,0,38,0,0
854,0,2,0,0,12,0,7,0,0,1,67,0,0
855,5,54,0,0,40,0,1,0,3,0,40,5,0
856,8,38,3,0,61,0,0,0,0,0,37,0,0
857,16,11,21,0,11,0,0,0,0,0,53,0,0
858,9,37,10,0,45,0,5,0,0,0,64,0,0
859,1,55,3,0,68,0,4,0,0,0,53,0,0
860,16,9,7,0,67,0,5,0,0,0,34,0,0
861,0,4,32,0,62,0,0,0,0,0,23,3,0
862,0,27,20,0,47,0,0,21,0,0,15,0,2
863,0,72,8,0,16,0,0,0,0,0,20,0,17
864,0,0,17,0,42,0,0,0,0,0,37,0,0
865,0,0,9,0,0,0,30,0,0,18,5,0,0
866,0,0,7,0,7,0,0,0,0,17,16,0,0
867,0,42,0,0,0,0,0,0,0,1,18,0,0
868,0,22,20,0,0,0,4,0,0,11,10,0,0
869,0,75,9,0,0,0,0,5,0,2,22,0,0
870,28,54,45,0,5,0,0,0,0,0,51,0,0
871,11,36,13,13,12,0,6,0,0,0,16,0,0
872,8,39,16,0,15,0,4,0,0,34,35,0,0
873,0,45,6,0,0,0,1,0,0,42,3,0,0
874,0,52,41,0,0,0,0,0,16,53,16,0,0
875,0,36,24,0,0,23,0,0,18,34,44,0,0
876,0,3,30,0,0,19,0,0,22,38,27,0,0
877,0,32,28,0,0,0,0,0,0,52,36,9,0
878,0,14,8,0,15,0,8,0,8,9,87,2,0
879,0,23,4,0,1,0,0,0,16,26,58,0,0
880,0,28,41,0,0,0,30,0,0,42,57,32,0
881,0,13,20,0,7,1,4,0,0,0,51,2,13
882,0,44,55,9,0,0,0,0,0,10,0,0,0
883,0,4,0,0,0,0,0,11,0,9,54,0,0
884,0,19,20,0,0,0,30,55,0,0,30,5,16
885,0,43,32,0,0,0,0,13,0,0,26,4,19
886,0,54,42,0,53,0,32,32,4,0,62,0,12
887,0,41,42,0,2,0,0,17,0,0,39,0,4
888,0,24,25,0,9,15,0,3,0,14,97,21,0
889,0,46,27,0,8,22,0,20,0,17,14,0,0
890,11,32,40,11,1,41,0,46,0,0,4,4,0
891,0,37,17,4,21,10,7,16,0,10,56,1,0
892,12,36,54,3,0,4,11,36,0,10,14,0,0
893,7,32,8,0,44,1,0,57,0,0,60,6,8
894,0,22,4,6,19,0,0,30,0,0,3,3,3
895,0,34,8,0,4,1,0,41,0,0,6,0,0
896,0,8,12,0,4,62,0,55,0,0,0,0,0
897,0,22,46,0,0,0,0,56,0,0,20,0,0
898,0,40,47,0,0,0,0,30,0,0,17,0,0
899,0,29,35,0,0,0,0,66,7,0,5,0,0
900,0,15,10,0,0,5,0,41,0,0,16,0,0
901,0,0,21,0,0,0,0,38,0,0,0,0,0
902,0,7,11,0,0,0,0,7,0,0,0,9,0
903,0,53,15,0,4,0,0,25,0,0,0,2,0
904,17,7,19,0,0,0,0,50,0,0,0,0,0
905,24,0,22,0,0,0,0,51,0,26,0,0,0
906,0,21,1,0,0,2,0,24,0,24,0,25,2
907,0,0,0,2,0,0,0,14,18,1,53,0,0
908,0,10,27,0,0,0,0,14,0,0,1,0,0
909,0,0,8,0,0,0,0,6,0,15,1,0,0
910,0,0,5,0,0,0,0,1,0,0,0,11,0
911,0,18,1,0,0,0,0,0,0,2,0,0,0
912,0,2,48,16,0,1,0,0,16,33,0,0,0
913,36,0,39,0,0,2,0,0,7,0,0,0,0
914,0,8,5,0,0,2,35,0,0,0,0,0,0
915,5,0,11,0,0,18,10,0,15,0,0,0,0
916,17,0,11,7,0,3,0,6,0,0,0,3,0
917,0,0,13,38,0,18,18,4,0,0,0,0,0
918,0,3,51,0,13,33,10,13,0,0,0,0,2
919,2,0,29,0,33,0,13,0,0,26,0,0,0
920,0,0,41,1,2,0,37,4,0,0,0,2,0
921,0,0,19,4,10,0,33,0,0,13,0,0,0
922,0,0,50,2,12,0,14,2,0,0,0,0,0
923,0,13,54,0,0,0,0,0,0,8,20,0,0
924,0,6,52,5,5,0,0,0,0,6,0,0,0
925,18,0,37,0,0,0,17,1,0,7,9,0,0
926,0,0,60,0,0,0,7,15,25,0,20,0,0
927,0,0,9,0,0,0,2,0,10,3,5,0,0
928,0,0,29,3,0,0,0,2,1,19,0,0,0
929,0,0,21,0,0,0,0,2,12,2,0,0,7
930,0,0,5,0,0,5,0,5,0,45,0,0,0
931,0,0,3,0,0,0,16,0,0,34,0,0,0
932,0,0,12,3,0,0,3,0,0,16,1,0,0
933,10,8,21,11,0,0,36,0,0,85,0,0,0
934,8,0,6,0,0,0,53,0,2,31,0,0,0
935,1,0,25,0,0,0,0,0,0,28,0,0,0
936,4,0,31,0,0,0,0,0,11,33,0,0,10
937,0,0,23,0,0,0,0,0,0,42,0,0,1
938,0,0,13,0,0,0,0,0,0,14,0,0,0
939,0,0,12,11,0,0,0,0,0,7,0,0,0
940,0,0,21,0,17,0,6,0,0,31,3,0,0
941,0,0,0,10,0,0,13,0,35,17,0,0,0
942,0,6,15,0,0,0,0,0,0,0,0,0,41
943,6,0,16,11,0,0,0,0,10,0,0,0,0
944,17,0,48,0,0,0,0,0,1,22,0,0,0
945,26,0,31,16,0,0,0,0,0,17,0,0,0
946,27,0,29,7,0,0,0,0,0,53,0,0,0
947,5,0,45,0,0,0,0,0,0,50,0,0,0
948,32,0,0,0,0,0,0,0,0,33,0,0,0
949,12,0,0,0,0,0,0,0,0,26,14,0,0
950,21,0,27,0,8,9,0,3,0,18,16,0,0
951,27,0,44,0,1,28,0,0,0,14,26,0,0
952,0,0,37,0,0,0,0,0,0,2,32,0,0
953,7,0,31,0,0,26,0,0,0,23,0,0,0
954,0,0,13,0,0,10,0,0,0,13,18,0,0
955,47,0,31,0,0,17,0,0,0,0,0,0,16
956,16,12,79.54686296,0,0,43,0,0,0,0,11,0,11
957,25,2,41,0,0,56,0,0,0,0,11,0,0
958,40,3,7,11,30,0,0,0,0,0,24,41,5
959,45,0,20,15,0,22,0,0,0,12,38,10,0
960,19,22,0,1,3,34,0,0,0,0,18,30,6
961,0,46,36,26,7,0,0,0,0,20,10,41,28
962,0,6,44,21,0,0,0,0,0,6,34,0,0
963,0,0,46,17,0,0,0,13,0,21,33,19,15
964,0,0,29,23,0,0,0,0,0,1,16,65,0
965,0,0,28,18,22,0,0,11,0,1,31,54,31
966,10,0,20,2,0,0,0,21,0,0,45,66,14
967,43,5,13,43,0,0,5,0,0,0,50,25,0
968,6,0,45,0,0,0,0,5,0,0,42,39,1
969,5,0,45,11,0,0,0,18,0,7,53,35,0
970,7,0,28,8,0,0,0,4,0,9,55,47,0
971,1,0,22,6,0,0,0,0,0,15,47,32,1
972,0,0,30,36,0,0,0,3,0,0,53,21,2
973,10,0,41,51,0,0,18,0,0,0,93,1,0
974,0,27,58,13,0,0,9,0,0,0,59,13,0
975,0,7,44,48,0,0,0,0,0,1,41,11,4
976,19,0,79,37,0,0,0,6,0,0,53,18,35
977,0,0,58,29,0,0,0,3,0,0,47,24,6
978,0,0,58,23,0,0,0,0,0,0,48,12,0
979,0,0,41,22,0,0,13,0,0,0,11,19,0
980,57,0,6,21,38,0,0,14,0,0,61,0,0
981,6,0,45,0,7,0,0,4,0,0,4,0,0
982,0,0,31,0,0,0,0,26,0,0,36,0,0
983,5,0,29,0,0,0,0,0,0,0,54,8,0
984,7,0,50,0,0,0,0,13,14,4,21,0,0
985,0,0,21,0,0,0,0,13,10,0,13,0,0
986,0,0,37,0,0,0,8,5,28,0,0,0,0
987,0,0,61,0,7,0,0,6,9,13,9,0,0
988,0,0,33,0,6,0,0,0,11,0,0,0,0
989,9,0,34,0,0,0,26,8,19,0,0,0,0
990,0,0,46,0,5,16,0,0,24,10,0,0,0
991,6,0,40,34,0,0,0,0,6,0,0,0,0
